opcode_prefix,source_file,game_name,cheat_name,original_code_line,following_code_line_if_relevant,position_in_cheat,inferred_role,address_field,possible_saturn_address,value_field,address_range_guess,value_width_guess,confidence_low_medium_high,candidate_support_path,risk,notes
10,manual_import_queue_20260613\Johnny Bazookatone (Euro T-7909H-50) (GameHacking).cht,Johnny Bazookatone (Euro T-7909H-50),Untouchable [luc-ita],10216B90+0000,,2/2,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x216B90,0x00216B90,0x0000,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,8-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH","unsupported or mixed record types: unsupported_prefix_10,unsupported_prefix_30 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range."
F6,manual_import_queue_20260613\Last Gladiators - Digital Pinball (USA T-4804H) (GameHacking).cht,Last Gladiators - Digital Pinball (USA T-4804H),Master Code [AHOLE9@aol.com],F6000914+C305,B6002800+0000,1/2,master/enabler first record,0x000914,0x06000914,0xC305,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
B6,manual_import_queue_20260613\Last Gladiators - Digital Pinball (USA T-4804H) (GameHacking).cht,Last Gladiators - Digital Pinball (USA T-4804H),Master Code [AHOLE9@aol.com],B6002800+0000,,2/2,secondary master/enabler record paired after F6,0x002800,0x06002800,0x0000,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,high,Do not implement as direct write; paired master/enabler metadata only until opcode is documented.,high correctness risk; secondary enabler behavior unconfirmed,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
F6,manual_import_queue_20260613\Linkle Liver Story (English Translation GS-9055) (GameHacking).cht,Linkle Liver Story (English Translation GS-9055),Master Code [Helder],F6000914+C305,B6002800+0000,1/2,master/enabler first record,0x000914,0x06000914,0xC305,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
B6,manual_import_queue_20260613\Linkle Liver Story (English Translation GS-9055) (GameHacking).cht,Linkle Liver Story (English Translation GS-9055),Master Code [Helder],B6002800+0000,,2/2,secondary master/enabler record paired after F6,0x002800,0x06002800,0x0000,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,high,Do not implement as direct write; paired master/enabler metadata only until opcode is documented.,high correctness risk; secondary enabler behavior unconfirmed,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
10,manual_import_queue_20260613\Linkle Liver Story (English Translation GS-9055) (GameHacking).cht,Linkle Liver Story (English Translation GS-9055),999 Pearls [Helder],102FFF04+03E7,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x2FFF04,0x002FFF04,0x03E7,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,manual_import_queue_20260613\Linkle Liver Story (English Translation GS-9055) (GameHacking).cht,Linkle Liver Story (English Translation GS-9055),Infinite Max Health [Helder],102FFF02+0064,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x2FFF02,0x002FFF02,0x0064,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,8-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,manual_import_queue_20260613\Linkle Liver Story (English Translation GS-9055) (GameHacking).cht,Linkle Liver Story (English Translation GS-9055),Max Health [Helder],102FFF00+0064,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x2FFF00,0x002FFF00,0x0064,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,8-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
F6,manual_import_queue_20260613\Loaded (USA T-12519H) (GameHacking).cht,Loaded (USA T-12519H),Master Code [InterAct],F6000914+C30B,B6002800+0000,1/2,master/enabler first record,0x000914,0x06000914,0xC30B,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,16-bit-looking,high,Do not implement as direct write; treat as master/enabler metadata or drop for SUB-only tests.,high correctness risk; no direct payoff and likely AR/PAR enabler behavior,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
B6,manual_import_queue_20260613\Loaded (USA T-12519H) (GameHacking).cht,Loaded (USA T-12519H),Master Code [InterAct],B6002800+0000,,2/2,secondary master/enabler record paired after F6,0x002800,0x06002800,0x0000,0x06000000-0x060FFFFF RAMH candidate if prefix maps like direct Saturn RAMH write,8-bit-looking,high,Do not implement as direct write; paired master/enabler metadata only until opcode is documented.,high correctness risk; secondary enabler behavior unconfirmed,unsupported or mixed record types: master_enable Role confidence is high from source naming/pairing; executable semantics remain unconfirmed.
10,manual_import_queue_20260613\Loaded (USA T-12519H) (GameHacking).cht,Loaded (USA T-12519H),Infinite Health Level 1 P1 [Code Master],1026F994+4000,,2/2,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x26F994,0x0026F994,0x4000,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH","unsupported or mixed record types: simple_16bit,unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range."
10,manual_import_queue_20260613\Loaded (USA T-12519H) (GameHacking).cht,Loaded (USA T-12519H),Infinite Health Level 1 P2 [Code Master],1026FA1C+4000,,2/2,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x26FA1C,0x0026FA1C,0x4000,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH","unsupported or mixed record types: simple_16bit,unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range."
10,manual_import_queue_20260613\Loaded (USA T-12519H) (GameHacking).cht,Loaded (USA T-12519H),Infinite Health Level 10 P1 [Code Master],10254C5C+4000,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x254C5C,0x00254C5C,0x4000,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,manual_import_queue_20260613\Loaded (USA T-12519H) (GameHacking).cht,Loaded (USA T-12519H),Infinite Health Level 10 P2 [Code Master],10254CE4+4000,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x254CE4,0x00254CE4,0x4000,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,manual_import_queue_20260613\Loaded (USA T-12519H) (GameHacking).cht,Loaded (USA T-12519H),Infinite Health Level 11 P1 [Code Master],10265328+4000,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x265328,0x00265328,0x4000,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,manual_import_queue_20260613\Loaded (USA T-12519H) (GameHacking).cht,Loaded (USA T-12519H),Infinite Health Level 11 P2 [Code Master],102653B0+4000,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x2653B0,0x002653B0,0x4000,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,manual_import_queue_20260613\Loaded (USA T-12519H) (GameHacking).cht,Loaded (USA T-12519H),Infinite Health Level 12 P1 [Code Master],1026AF84+4000,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x26AF84,0x0026AF84,0x4000,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,manual_import_queue_20260613\Loaded (USA T-12519H) (GameHacking).cht,Loaded (USA T-12519H),Infinite Health Level 12 P2 [Code Master],1026B00C+4000,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x26B00C,0x0026B00C,0x4000,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,manual_import_queue_20260613\Loaded (USA T-12519H) (GameHacking).cht,Loaded (USA T-12519H),Infinite Health Level 13 P1 [Code Master],10268214+4000,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x268214,0x00268214,0x4000,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
10,manual_import_queue_20260613\Loaded (USA T-12519H) (GameHacking).cht,Loaded (USA T-12519H),Infinite Health Level 13 P2 [Code Master],1026929C+4000,,1/1,"likely low work RAM 16-bit direct write pattern, unconfirmed opcode",0x26929C,0x0026929C,0x4000,0x00200000-0x002FFFFF low work RAM candidate if address field is literal Saturn low RAM,16-bit-looking,medium,Future low-work-RAM 16-bit write path; needs RTL target path and opcode confirmation.,"high implementation risk in current core because target appears to be low work RAM, not RAMH",unsupported or mixed record types: unsupported_prefix_10 Address field is outside current RAMH mapping; pattern clusters in 0x002xxxxx low work RAM range.
