"source_file","game_name","cheat_name","original_code_lines","detected_type","code_prefixes","address_or_addresses","values","reason_currently_unsupported","possible_future_support","estimated_runtime_complexity","estimated_resource_risk","correctness_risk","recommended_priority","notes"
"libretro-sega-saturn\Marvel Super Heroes (GameShark).cht","Marvel Super Heroes","No Energy Player 2","360A644D+0000","other","36","0x0A644D","0x0000","8-bit writes are out of scope for current SRMW/SRMR generator","Single 8-bit direct writes are covered by SRM8/SRM9 experiment, not stable release yet.","low","low","medium","P0","from MISTER_LIBRARY_SKIPPED_20260613.csv; Promote after SRM8/SRM9 timing cleanup."
"manual_import_queue_20260613\Marvel Super Heroes (USA T-1214H) (GameHacking).cht","Marvel Super Heroes","No Energy Player 2 [kstok@pacific.net.sg]","360A644D+0000","other","36","0x0A644D","0x0000","8-bit writes are out of scope for current SRMW/SRMR generator","Single 8-bit direct writes are covered by SRM8/SRM9 experiment, not stable release yet.","low","low","medium","P0","from MISTER_LIBRARY_SKIPPED_20260613.csv; Promote after SRM8/SRM9 timing cleanup."
"manual_import_queue_20260613\Mega Man X3 (Euro T-7029H-50) (GameHacking).cht","Mega Man X3","All Ride Armors & Gold Armor [Helder]","360E0272+00FF","other","36","0x0E0272","0x00FF","8-bit writes are out of scope for current SRMW/SRMR generator","Single 8-bit direct writes are covered by SRM8/SRM9 experiment, not stable release yet.","low","low","medium","P0","from MISTER_LIBRARY_SKIPPED_20260613.csv; Promote after SRM8/SRM9 timing cleanup."
"manual_import_queue_20260613\Mega Man X3 (Euro T-7029H-50) (GameHacking).cht","Mega Man X3","Full Armor Set [Helder]","360E026C+00FF","other","36","0x0E026C","0x00FF","8-bit writes are out of scope for current SRMW/SRMR generator","Single 8-bit direct writes are covered by SRM8/SRM9 experiment, not stable release yet.","low","low","medium","P0","from MISTER_LIBRARY_SKIPPED_20260613.csv; Promote after SRM8/SRM9 timing cleanup."
"manual_import_queue_20260613\Mega Man X3 (Euro T-7029H-50) (GameHacking).cht","Mega Man X3","Full Weapon Charge [Helder]","360E0BBF+00C9","other","36","0x0E0BBF","0x00C9","8-bit writes are out of scope for current SRMW/SRMR generator","Single 8-bit direct writes are covered by SRM8/SRM9 experiment, not stable release yet.","low","low","medium","P0","from MISTER_LIBRARY_SKIPPED_20260613.csv; Promote after SRM8/SRM9 timing cleanup."
"manual_import_queue_20260613\Mega Man X3 (Euro T-7029H-50) (GameHacking).cht","Mega Man X3","Have Zero's Swrod [Helder]","360E024D+0080","other","36","0x0E024D","0x0080","8-bit writes are out of scope for current SRMW/SRMR generator","Single 8-bit direct writes are covered by SRM8/SRM9 experiment, not stable release yet.","low","low","medium","P0","from MISTER_LIBRARY_SKIPPED_20260613.csv; Promote after SRM8/SRM9 timing cleanup."
"manual_import_queue_20260613\Mega Man X3 (Euro T-7029H-50) (GameHacking).cht","Mega Man X3","Have/Infinite Frost S. [Helder]","360E0263+005C","other","36","0x0E0263","0x005C","8-bit writes are out of scope for current SRMW/SRMR generator","Single 8-bit direct writes are covered by SRM8/SRM9 experiment, not stable release yet.","low","low","medium","P0","from MISTER_LIBRARY_SKIPPED_20260613.csv; Promote after SRM8/SRM9 timing cleanup."
"manual_import_queue_20260613\Mega Man X3 (Euro T-7029H-50) (GameHacking).cht","Mega Man X3","Have/Infinite G. Well [Helder]","360E0261+005C","other","36","0x0E0261","0x005C","8-bit writes are out of scope for current SRMW/SRMR generator","Single 8-bit direct writes are covered by SRM8/SRM9 experiment, not stable release yet.","low","low","medium","P0","from MISTER_LIBRARY_SKIPPED_20260613.csv; Promote after SRM8/SRM9 timing cleanup."
"manual_import_queue_20260613\Mega Man X3 (Euro T-7029H-50) (GameHacking).cht","Mega Man X3","Have/Infinite Hyper C. [Helder]","360E0267+005C","other","36","0x0E0267","0x005C","8-bit writes are out of scope for current SRMW/SRMR generator","Single 8-bit direct writes are covered by SRM8/SRM9 experiment, not stable release yet.","low","low","medium","P0","from MISTER_LIBRARY_SKIPPED_20260613.csv; Promote after SRM8/SRM9 timing cleanup."
"manual_import_queue_20260613\Mega Man X3 (Euro T-7029H-50) (GameHacking).cht","Mega Man X3","Have/Infinite P.Bomb [Helder]","360E0259+005C","other","36","0x0E0259","0x005C","8-bit writes are out of scope for current SRMW/SRMR generator","Single 8-bit direct writes are covered by SRM8/SRM9 experiment, not stable release yet.","low","low","medium","P0","from MISTER_LIBRARY_SKIPPED_20260613.csv; Promote after SRM8/SRM9 timing cleanup."
"manual_import_queue_20260613\Mega Man X3 (Euro T-7029H-50) (GameHacking).cht","Mega Man X3","Have/Infinite Ray S. [Helder]","360E025F+005C","other","36","0x0E025F","0x005C","8-bit writes are out of scope for current SRMW/SRMR generator","Single 8-bit direct writes are covered by SRM8/SRM9 experiment, not stable release yet.","low","low","medium","P0","from MISTER_LIBRARY_SKIPPED_20260613.csv; Promote after SRM8/SRM9 timing cleanup."
"manual_import_queue_20260613\Mega Man X3 (Euro T-7029H-50) (GameHacking).cht","Mega Man X3","Have/Infinite S.Blade [Helder]","360E025D+005C","other","36","0x0E025D","0x005C","8-bit writes are out of scope for current SRMW/SRMR generator","Single 8-bit direct writes are covered by SRM8/SRM9 experiment, not stable release yet.","low","low","medium","P0","from MISTER_LIBRARY_SKIPPED_20260613.csv; Promote after SRM8/SRM9 timing cleanup."
"manual_import_queue_20260613\Mega Man X3 (Euro T-7029H-50) (GameHacking).cht","Mega Man X3","Have/Infinite T. Fang [Helder]","360E0265+005C","other","36","0x0E0265","0x005C","8-bit writes are out of scope for current SRMW/SRMR generator","Single 8-bit direct writes are covered by SRM8/SRM9 experiment, not stable release yet.","low","low","medium","P0","from MISTER_LIBRARY_SKIPPED_20260613.csv; Promote after SRM8/SRM9 timing cleanup."
"manual_import_queue_20260613\Mega Man X3 (Euro T-7029H-50) (GameHacking).cht","Mega Man X3","Have/Infinite Triad T. [Helder]","360E025B+005C","other","36","0x0E025B","0x005C","8-bit writes are out of scope for current SRMW/SRMR generator","Single 8-bit direct writes are covered by SRM8/SRM9 experiment, not stable release yet.","low","low","medium","P0","from MISTER_LIBRARY_SKIPPED_20260613.csv; Promote after SRM8/SRM9 timing cleanup."
"manual_import_queue_20260613\Mega Man X3 (Euro T-7029H-50) (GameHacking).cht","Mega Man X3","Infinite Health [Helder]","360E0B9D+00A0","other","36","0x0E0B9D","0x00A0","8-bit writes are out of scope for current SRMW/SRMR generator","Single 8-bit direct writes are covered by SRM8/SRM9 experiment, not stable release yet.","low","low","medium","P0","from MISTER_LIBRARY_SKIPPED_20260613.csv; Promote after SRM8/SRM9 timing cleanup."
"manual_import_queue_20260613\Mega Man X3 (Euro T-7029H-50) (GameHacking).cht","Mega Man X3","Max Health [Helder]","360E026D+0020","other","36","0x0E026D","0x0020","8-bit writes are out of scope for current SRMW/SRMR generator","Single 8-bit direct writes are covered by SRM8/SRM9 experiment, not stable release yet.","low","low","medium","P0","from MISTER_LIBRARY_SKIPPED_20260613.csv; Promote after SRM8/SRM9 timing cleanup."
"libretro-sega-saturn\NASCAR 98 (GameShark).cht","NASCAR 98","Low Lap Time","102B8556+006B","other","10","0x2B8556","0x006B","unsupported or mixed record types: unsupported_prefix_10","Opcode research first, then converter-only mapping if it proves to be RAMH direct write; hardware may reuse existing RMW path.","medium","low","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; Unsupported prefix 10 direct-looking write; possible alternate direct/non-RAMH/different-width semantics unconfirmed."
"manual_import_queue_20260613\NASCAR 98 (USA T-5028H) (GameHacking).cht","NASCAR 98","Low Lap Time [kstok@pacific.net.sg]","102B8556+006B","other","10","0x2B8556","0x006B","unsupported or mixed record types: unsupported_prefix_10","Opcode research first, then converter-only mapping if it proves to be RAMH direct write; hardware may reuse existing RMW path.","medium","low","high","P5","from MISTER_LIBRARY_SKIPPED_20260613.csv; Unsupported prefix 10 direct-looking write; possible alternate direct/non-RAMH/different-width semantics unconfirmed."
"libretro-sega-saturn\NBA Jam Extreme (GameShark).cht","NBA Jam Extreme","Computer Assistance is Off","360FBFBA+0000","other","36","0x0FBFBA","0x0000","8-bit writes are out of scope for current SRMW/SRMR generator","Single 8-bit direct writes are covered by SRM8/SRM9 experiment, not stable release yet.","low","low","medium","P0","from MISTER_LIBRARY_SKIPPED_20260613.csv; Promote after SRM8/SRM9 timing cleanup."
"libretro-sega-saturn\NBA Jam Extreme (GameShark).cht","NBA Jam Extreme","Computer Assistance is On","360FBFBA+0001","other","36","0x0FBFBA","0x0001","8-bit writes are out of scope for current SRMW/SRMR generator","Single 8-bit direct writes are covered by SRM8/SRM9 experiment, not stable release yet.","low","low","medium","P0","from MISTER_LIBRARY_SKIPPED_20260613.csv; Promote after SRM8/SRM9 timing cleanup."
"manual_import_queue_20260613\Nekketsu Oyako (Jpn T-1802G) (GameHacking).cht","Nekketsu Oyako","Infinite Health P1 [Helder]","3606B957+0068","other","36","0x06B957","0x0068","8-bit writes are out of scope for current SRMW/SRMR generator","Single 8-bit direct writes are covered by SRM8/SRM9 experiment, not stable release yet.","low","low","medium","P0","from MISTER_LIBRARY_SKIPPED_20260613.csv; Promote after SRM8/SRM9 timing cleanup."
"manual_import_queue_20260613\Nekketsu Oyako (Jpn T-1802G) (GameHacking).cht","Nekketsu Oyako","Infinite Health P2 [Helder]","3606BA5B+0068","other","36","0x06BA5B","0x0068","8-bit writes are out of scope for current SRMW/SRMR generator","Single 8-bit direct writes are covered by SRM8/SRM9 experiment, not stable release yet.","low","low","medium","P0","from MISTER_LIBRARY_SKIPPED_20260613.csv; Promote after SRM8/SRM9 timing cleanup."
"manual_import_queue_20260613\Nekketsu Oyako (Jpn T-1802G) (GameHacking).cht","Nekketsu Oyako","Infinite Lives P1 [Helder]","3606B955+0063","other","36","0x06B955","0x0063","8-bit writes are out of scope for current SRMW/SRMR generator","Single 8-bit direct writes are covered by SRM8/SRM9 experiment, not stable release yet.","low","low","medium","P0","from MISTER_LIBRARY_SKIPPED_20260613.csv; Promote after SRM8/SRM9 timing cleanup."
"manual_import_queue_20260613\Nekketsu Oyako (Jpn T-1802G) (GameHacking).cht","Nekketsu Oyako","Infinite Lives P2 [Helder]","3606BA59+0063","other","36","0x06BA59","0x0063","8-bit writes are out of scope for current SRMW/SRMR generator","Single 8-bit direct writes are covered by SRM8/SRM9 experiment, not stable release yet.","low","low","medium","P0","from MISTER_LIBRARY_SKIPPED_20260613.csv; Promote after SRM8/SRM9 timing cleanup."
"manual_import_queue_20260613\Nekketsu Oyako (Jpn T-1802G) (GameHacking).cht","Nekketsu Oyako","Infinite Time [Helder]","3609E133+0063","other","36","0x09E133","0x0063","8-bit writes are out of scope for current SRMW/SRMR generator","Single 8-bit direct writes are covered by SRM8/SRM9 experiment, not stable release yet.","low","low","medium","P0","from MISTER_LIBRARY_SKIPPED_20260613.csv; Promote after SRM8/SRM9 timing cleanup."
"manual_import_queue_20260613\Nekketsu Oyako (Jpn T-1802G) (GameHacking).cht","Nekketsu Oyako","Invincible P1 [Helder]","3606B9BB+00FF","other","36","0x06B9BB","0x00FF","8-bit writes are out of scope for current SRMW/SRMR generator","Single 8-bit direct writes are covered by SRM8/SRM9 experiment, not stable release yet.","low","low","medium","P0","from MISTER_LIBRARY_SKIPPED_20260613.csv; Promote after SRM8/SRM9 timing cleanup."
"manual_import_queue_20260613\Nekketsu Oyako (Jpn T-1802G) (GameHacking).cht","Nekketsu Oyako","Invincible P2 [Helder]","3606BABF+00FF","other","36","0x06BABF","0x00FF","8-bit writes are out of scope for current SRMW/SRMR generator","Single 8-bit direct writes are covered by SRM8/SRM9 experiment, not stable release yet.","low","low","medium","P0","from MISTER_LIBRARY_SKIPPED_20260613.csv; Promote after SRM8/SRM9 timing cleanup."
"manual_import_queue_20260613\Ninja Jajamaru-kun - Onigiri Ninpouchou Gold (Jpn T-5709G) (GameHacking).cht","Ninja Jajamaru-kun - Onigiri Ninpouchou Gold","Automatically finish each level [luc-ita]","3607A197+00FF","other","36","0x07A197","0x00FF","8-bit writes are out of scope for current SRMW/SRMR generator","Single 8-bit direct writes are covered by SRM8/SRM9 experiment, not stable release yet.","low","low","medium","P0","from MISTER_LIBRARY_SKIPPED_20260613.csv; Promote after SRM8/SRM9 timing cleanup."
"manual_import_queue_20260613\Ninpen Manmaru (Jpn T-35502G) (GameHacking).cht","Ninpen Manmaru","99 lives [luc-ita]","36067CBF+0063","other","36","0x067CBF","0x0063","8-bit writes are out of scope for current SRMW/SRMR generator","Single 8-bit direct writes are covered by SRM8/SRM9 experiment, not stable release yet.","low","low","medium","P0","from MISTER_LIBRARY_SKIPPED_20260613.csv; Promote after SRM8/SRM9 timing cleanup."
"manual_import_queue_20260613\Ninpen Manmaru (Jpn T-35502G) (GameHacking).cht","Ninpen Manmaru","Always full life [luc-ita]","36067CBE+0005","other","36","0x067CBE","0x0005","8-bit writes are out of scope for current SRMW/SRMR generator","Single 8-bit direct writes are covered by SRM8/SRM9 experiment, not stable release yet.","low","low","medium","P0","from MISTER_LIBRARY_SKIPPED_20260613.csv; Promote after SRM8/SRM9 timing cleanup."
"manual_import_queue_20260613\Ninpen Manmaru (Jpn T-35502G) (GameHacking).cht","Ninpen Manmaru","Play without HUD - alternate code [luc-ita]","36067CC5+0001","other","36","0x067CC5","0x0001","8-bit writes are out of scope for current SRMW/SRMR generator","Single 8-bit direct writes are covered by SRM8/SRM9 experiment, not stable release yet.","low","low","medium","P0","from MISTER_LIBRARY_SKIPPED_20260613.csv; Promote after SRM8/SRM9 timing cleanup."
